Name of Applicant,Grant Category,Grant Amount,Grant Fiscal Year,Community Focus Combined,Community Focus: African American,Community Focus: Asian American,Community Focus: Disabled,Community Focus: Immigrant,Community Focus: L/G/B/T/Q,Community Focus: Latino American,Community Focus: Multiple People of Color,Community Focus: Native,Community Focus: Native American,Community Focus: Pacific Islander,Community Focus: Transgender,Community Focus: Women,Community Focus: No specified focus
Queer Cultural Center,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2007 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
Fresh Meat Productions,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2007 12:00:00 AM,"L/G/B/T/Q
Transgender",false,false,false,false,true,false,false,false,false,false,true,false,false
ABADA Capoeira San Francisco,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2007 12:00:00 AM,Latino,false,false,false,false,false,false,false,false,false,false,false,false,false
Carnaval San Francisco,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2007 12:00:00 AM,Latino,false,false,false,false,false,false,false,false,false,false,false,false,false
La Pocha Nostra,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2007 12:00:00 AM,Latino,false,false,false,false,false,false,false,false,false,false,false,false,false
Oasis for Girls,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2007 12:00:00 AM,"Multiple People of Color
Women",false,false,false,false,false,false,true,false,false,false,false,true,false
Nā Lei Hulu I Ka Wēkiu,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2007 12:00:00 AM,Pacific Islander,false,false,false,false,false,false,false,false,false,true,false,false,false
Dance Brigade,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2007 12:00:00 AM,Women,false,false,false,false,false,false,false,false,false,false,false,true,false
Alliance for California Traditional Arts,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2007 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
World Arts West,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2007 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
3rd i South Asian Independent Film Festival,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Asian Improv Arts,Cultural Equity Initiative-Level 1 (CEI_L1),$15000.00,01/01/2008 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Chinese Culture Foundation of San Francisco,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Chinese Historical Society of America,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Genryu Arts,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
"Melody of China, Inc.",Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Theatre Rhinoceros,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
Fresh Meat Productions,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,"L/G/B/T/Q
Transgender",false,false,false,false,true,false,false,false,false,false,true,false,false
Radar Productions,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,"L/G/B/T/Q
Women",false,false,false,false,true,false,false,false,false,false,false,true,false
ABADA Capoeira San Francisco,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,Latino,false,false,false,false,false,false,false,false,false,false,false,false,false
Carnaval San Francisco,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,Latino,false,false,false,false,false,false,false,false,false,false,false,false,false
Galeria de la Raza,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,Latino,false,false,false,false,false,false,false,false,false,false,false,false,false
Oasis for Girls,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,"Multiple People of Color
 Women",false,false,false,false,false,false,true,false,false,false,false,true,false
Children’s Book Press,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,Multiple People of Color,false,false,false,false,false,false,true,false,false,false,false,false,false
Purple Moon Dance Project,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,"Multiple People of Color
 L/G/B/T/Q
 Women",false,false,false,false,true,false,true,false,false,false,false,true,false
Queer Women of Color Media Arts Project,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,"Multiple People of Color
L/G/B/T/Q
Women",false,false,false,false,true,false,true,false,false,false,false,true,false
Women’s Audio Mission,Cultural Equity Initiative-Level 1 (CEI_L1),$24500.00,01/01/2008 12:00:00 AM,Women,false,false,false,false,false,false,false,false,false,false,false,true,false
World Arts West,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2008 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
San Francisco Black Film Festival,Cultural Equity Initiative-Level 1 (CEI_L1),$23000.00,01/01/2009 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
ZACCHO Dance Theatre,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2009 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Fifth Stream Music,Cultural Equity Initiative-Level 1 (CEI_L1),$23000.00,01/01/2009 12:00:00 AM,"African American
Asian American",true,true,false,false,false,false,false,false,false,false,false,false,false
3rd i South Asian Independent Film Festival,Cultural Equity Initiative-Level 1 (CEI_L1),$23000.00,01/01/2009 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Chinese Cultural Productions,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2009 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Chinese Culture Foundation of San Francisco,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2009 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Chinese Historical Society of America,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2009 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Kearny Street Workshop,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2009 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Kulintang Arts Inc.,Cultural Equity Initiative-Level 1 (CEI_L1),$24000.00,01/01/2009 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Asian American Women Artists Association (AAWAA),Cultural Equity Initiative-Level 1 (CEI_L1),$11000.00,01/01/2009 12:00:00 AM,"Asian American
Women",false,true,false,false,false,false,false,false,false,false,false,true,false
Croatian American Cultural Center,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2009 12:00:00 AM,Immigrant,false,false,false,true,false,false,false,false,false,false,false,false,false
Army of Lovers,Cultural Equity Initiative-Level 1 (CEI_L1),$13450.00,01/01/2009 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
Radar Productions,Cultural Equity Initiative-Level 1 (CEI_L1),$20000.00,01/01/2009 12:00:00 AM,"L/G/B/T/Q
Women",false,false,false,false,true,false,false,false,false,false,false,true,false
Galeria de la Raza,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2009 12:00:00 AM,Latino,false,false,false,false,false,false,false,false,false,false,false,false,false
Queer Women of Color Media Arts Project,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2009 12:00:00 AM,"Multiple People of Color
L/G/B/T/Q
Women",false,false,false,false,true,false,true,false,false,false,false,true,false
Women’s Audio Mission,Cultural Equity Initiative-Level 1 (CEI_L1),$23000.00,01/01/2009 12:00:00 AM,Women,false,false,false,false,false,false,false,false,false,false,false,true,false
Alliance for California Traditional Arts,Cultural Equity Initiative-Level 1 (CEI_L1),$25000.00,01/01/2009 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Aunt Lute Books,Cultural Equity Initiative-Level 2 (CEI_L2),$65000.00,01/01/2004 12:00:00 AM,Women,false,false,false,false,false,false,false,false,false,false,false,true,false
Brava Theater Center/Brava! For Women in the Arts,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2004 12:00:00 AM,Women,false,false,false,false,false,false,false,false,false,false,false,true,false
509 Cultural Center / The Luggage Store,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2004 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Bindlestiff Studio,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2005 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Kulintang Arts Inc.,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2005 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Galeria de la Raza,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2005 12:00:00 AM,Latino,false,false,false,false,false,false,false,false,false,false,false,false,false
Robert Moses’ Kin,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2006 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Chhandam Chitresh Das Dance Company,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2006 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Loco Bloco Drum and Dance Ensemble,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2006 12:00:00 AM,Latino,false,false,false,false,false,false,false,false,false,false,false,false,false
Golden Thread Productions,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2007 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
National Japanese American Historical Society,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2007 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Flyaway Productions,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2007 12:00:00 AM,Women,false,false,false,false,false,false,false,false,false,false,false,true,false
First Voice,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2008 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Queer Cultural Center,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2008 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
Aunt Lute Books,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2008 12:00:00 AM,Women,false,false,false,false,false,false,false,false,false,false,false,true,false
Fresh Meat Productions,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2009 12:00:00 AM,"L/G/B/T/Q
Transgender",false,false,false,false,true,false,false,false,false,false,true,false,false
ABADA Capoeira San Francisco,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2009 12:00:00 AM,Latino,false,false,false,false,false,false,false,false,false,false,false,false,false
Dance Brigade,Cultural Equity Initiative-Level 2 (CEI_L2),$100000.00,01/01/2009 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Galeria de la Raza,Native American Arts & Cultural Traditions (NAACT),$12000.00,01/01/2008 12:00:00 AM,Latino,false,false,false,false,false,false,false,false,false,false,false,false,false
La Pocha Nostra,Native American Arts & Cultural Traditions (NAACT),$6000.00,01/01/2008 12:00:00 AM,Latino,false,false,false,false,false,false,false,false,false,false,false,false,false
Danza Xitlalli de San Francisco,Native American Arts & Cultural Traditions (NAACT),$6000.00,01/01/2008 12:00:00 AM,"Latino
Native American",false,false,false,false,false,false,false,false,true,false,false,false,false
Alliance for Native Arts,Native American Arts & Cultural Traditions (NAACT),$6000.00,01/01/2008 12:00:00 AM,Native American,false,false,false,false,false,false,false,false,true,false,false,false,false
America Meredith,Native American Arts & Cultural Traditions (NAACT),$6490.00,01/01/2008 12:00:00 AM,Native American,false,false,false,false,false,false,false,false,true,false,false,false,false
Cultural Conservancy,Native American Arts & Cultural Traditions (NAACT),$6000.00,01/01/2008 12:00:00 AM,Native American,false,false,false,false,false,false,false,false,true,false,false,false,false
Edwardo Madril,Native American Arts & Cultural Traditions (NAACT),$4365.00,01/01/2008 12:00:00 AM,Native American,false,false,false,false,false,false,false,false,true,false,false,false,false
Jeremy Arviso,Native American Arts & Cultural Traditions (NAACT),$6431.00,01/01/2008 12:00:00 AM,Native American,false,false,false,false,false,false,false,false,true,false,false,false,false
Jeremy Goodfeather,Native American Arts & Cultural Traditions (NAACT),$6490.00,01/01/2008 12:00:00 AM,Native American,false,false,false,false,false,false,false,false,true,false,false,false,false
John-Carlos Perea,Native American Arts & Cultural Traditions (NAACT),$6490.00,01/01/2008 12:00:00 AM,Native American,false,false,false,false,false,false,false,false,true,false,false,false,false
Seventh Native American Generation,Native American Arts & Cultural Traditions (NAACT),$12000.00,01/01/2008 12:00:00 AM,Native American,false,false,false,false,false,false,false,false,true,false,false,false,false
